iter	Logloss
0	0.0851074838
1	0.02020019174
2	0.007365193796
3	0.004057053501
4	0.002677237368
5	0.002504034774
6	0.00238698633
7	0.001936636042
8	0.001591712935
9	0.001413648552
10	0.001337524501
11	0.001281397528
12	0.001183356805
13	0.001087225912
14	0.00108717154
15	0.001087136593
16	0.001073325699
17	0.00100797713
18	0.0009467131218
19	0.0009467131218
20	0.0009465964194
21	0.0009466067713
22	0.0009465203356
23	0.0009465270153
24	0.0009462735771
25	0.0009460598147
26	0.0009460598147
27	0.0009458624507
28	0.0009458624507
29	0.0009459268812
30	0.0009459268812
31	0.0009457084517
32	0.0009457084517
33	0.0009458995339
34	0.0009457498522
35	0.0009457413848
36	0.0009455785711
37	0.0009455427695
38	0.0009454121474
39	0.0009454884976
40	0.0009450520214
41	0.000944985381
42	0.000944964502
43	0.0009449246741
44	0.0009018937725
45	0.0009018067364
46	0.0009015336428
47	0.0009014003686
48	0.0009013318899
49	0.0009011446695
50	0.0009012078962
51	0.0009011723338
52	0.000900755867
53	0.0009007820312
54	0.0009005118119
55	0.0009002462732
56	0.0009000661289
57	0.0008996700059
58	0.0008996309712
59	0.0008996551069
60	0.0008995377486
61	0.0008994999462
62	0.000899310898
63	0.0008993154905
64	0.0008992823671
65	0.0008989488314
66	0.0008989304285
67	0.000898899012
68	0.0008988136344
69	0.0008987173785
70	0.0008984431431
71	0.0008980800682
72	0.0008981128179
73	0.0008979890721
74	0.0008979128178
75	0.0008978920605
76	0.0008979173464
77	0.0008979173464
78	0.0008979173464
79	0.0008979173464
80	0.0008979173464
81	0.0008979173464
82	0.0008979173464
83	0.0008979173464
84	0.0008979173464
85	0.0008979173464
86	0.0008979173464
87	0.0008979173464
88	0.0008979173464
89	0.0008979173464
90	0.0008979173464
91	0.0008979173464
92	0.0008979173464
93	0.0008979173464
94	0.0008979173464
95	0.0008979173464
96	0.0008979173464
97	0.0008979173464
98	0.0008979173464
99	0.0008979173464
100	0.0008979173464
101	0.0008979173464
102	0.0008979173464
103	0.0008979173464
104	0.0008979173464
105	0.0008979173464
106	0.0008979173464
107	0.0008979173464
108	0.0008979173464
109	0.0008979173464
110	0.0008979173464
111	0.0008979173464
112	0.0008979173464
113	0.0008979173464
114	0.0008979173464
115	0.0008979173464
116	0.0008979173464
117	0.0008979173464
118	0.0008979173464
119	0.0008979173464
120	0.0008979173464
121	0.0008979173464
122	0.0008979173464
123	0.0008979173464
124	0.0008979173464
125	0.0008979173464
126	0.0008979173464
127	0.0008979173464
128	0.0008979173464
129	0.0008979173464
130	0.0008979173464
131	0.0008979173464
132	0.0008979173464
133	0.0008979173464
134	0.0008979173464
135	0.0008979173464
136	0.0008979173464
137	0.0008979173464
138	0.0008979173464
139	0.0008979173464
140	0.0008979173464
141	0.0008979173464
142	0.0008979173464
143	0.0008979173464
144	0.0008979173464
145	0.0008979173464
146	0.0008979173464
147	0.0008979173464
148	0.0008979173464
149	0.0008979173464
150	0.0008979173464
151	0.0008979173464
152	0.0008979173464
153	0.0008979173464
154	0.0008979173464
155	0.0008979173464
156	0.0008979173464
157	0.0008979173464
158	0.0008979173464
159	0.0008979173464
160	0.0008979173464
161	0.0008979173464
162	0.0008979173464
163	0.0008979173464
164	0.0008979173464
165	0.0008979173464
166	0.0008979173464
167	0.0008979173464
168	0.0008979173464
169	0.0008979173464
170	0.0008979173464
171	0.0008979173464
172	0.0008979173464
173	0.0008979173464
174	0.0008979173464
175	0.0008979173464
176	0.0008979173464
177	0.0008979173464
178	0.0008979173464
179	0.0008979173464
180	0.0008979173464
181	0.0008979173464
182	0.0008979173464
183	0.0008979173464
184	0.0008979173464
185	0.0008979173464
186	0.0008979173464
187	0.0008979173464
188	0.0008979173464
189	0.0008979173464
190	0.0008979173464
191	0.0008979173464
192	0.0008979173464
193	0.0008979173464
194	0.0008979173464
195	0.0008979173464
196	0.0008979173464
197	0.0008979173464
198	0.0008979173464
199	0.0008979173464
200	0.0008979173464
201	0.0008979173464
202	0.0008979173464
203	0.0008979173464
204	0.0008979173464
205	0.0008979173464
206	0.0008979173464
207	0.0008979173464
208	0.0008979173464
209	0.0008979173464
210	0.0008979173464
211	0.0008979173464
212	0.0008979173464
213	0.0008979173464
214	0.0008979173464
215	0.0008979173464
216	0.0008979173464
217	0.0008979173464
218	0.0008979173464
219	0.0008979173464
220	0.0008979173464
221	0.0008979173464
222	0.0008979173464
223	0.0008979173464
224	0.0008979173464
225	0.0008979173464
226	0.0008979173464
227	0.0008979173464
228	0.0008979173464
229	0.0008979173464
230	0.0008979173464
231	0.0008979173464
232	0.0008979173464
233	0.0008979173464
234	0.0008979173464
235	0.0008979173464
236	0.0008979173464
237	0.0008979173464
238	0.0008979173464
239	0.0008979173464
240	0.0008979173464
241	0.0008979173464
242	0.0008979173464
243	0.0008979173464
244	0.0008979173464
245	0.0008979173464
246	0.0008979173464
247	0.0008979173464
248	0.0008979173464
249	0.0008979173464
250	0.0008979173464
251	0.0008979173464
252	0.0008979173464
253	0.0008979173464
254	0.0008979173464
255	0.0008979173464
256	0.0008979173464
257	0.0008979173464
258	0.0008979173464
259	0.0008979173464
260	0.0008979173464
261	0.0008979173464
262	0.0008979173464
263	0.0008979173464
264	0.0008979173464
265	0.0008979173464
266	0.0008979173464
267	0.0008979173464
268	0.0008979173464
269	0.0008979173464
270	0.0008979173464
271	0.0008979173464
272	0.0008979173464
273	0.0008979173464
274	0.0008979173464
275	0.0008979173464
276	0.0008979173464
277	0.0008979173464
278	0.0008979173464
279	0.0008979173464
280	0.0008979173464
281	0.0008979173464
282	0.0008979173464
283	0.0008979173464
284	0.0008979173464
285	0.0008979173464
286	0.0008979173464
287	0.0008979173464
288	0.0008979173464
289	0.0008979173464
290	0.0008979173464
291	0.0008979173464
292	0.0008979173464
293	0.0008979173464
294	0.0008979173464
295	0.0008979173464
296	0.0008979173464
297	0.0008979173464
298	0.0008979173464
299	0.0008979173464
300	0.0008979173464
301	0.0008979173464
302	0.0008979173464
303	0.0008979173464
304	0.0008979173464
305	0.0008979173464
306	0.0008979173464
307	0.0008979173464
308	0.0008979173464
309	0.0008979173464
310	0.0008979173464
311	0.0008979173464
312	0.0008979173464
313	0.0008979173464
314	0.0008979173464
315	0.0008979173464
316	0.0008979173464
317	0.0008979173464
318	0.0008979173464
319	0.0008979173464
320	0.0008979173464
321	0.0008979173464
322	0.0008979173464
